,BSE,NNP,B-MISC
,),),O
,--,:,O
,mad,JJ,O
,cow,NN,O
,disease,NN,O
,.,.,O
Sentence: 10,But,CC,O
,Fischler,NNP,B-PER
,agreed,VBD,O
,to,TO,O
,review,VB,O
,his,PRP$,O
,proposal,NN,O
,after,IN,O
,the,DT,O
,EU,NNP,B-ORG
,'s,POS,O
,standing,NN,O
,veterinary,JJ,O
,committee,NN,O
,",",",",O
,mational,JJ,O
,animal,NN,O
,health,NN,O
,officials,NNS,O
,",",",",O
,questioned,VBD,O
,if,IN,O
,such,JJ,O
,action,NN,O
,was,VBD,O
,justified,VBN,O
,as,IN,O
,there,RB,O
,was,VBD,O
,only,RB,O
,a,DT,O
,slight,JJ,O
,risk,NN,O
,to,TO,O
,human,JJ,O
,health,NN,O
,.,.,O
Sentence: 11,Spanish,NNP,B-MISC
,Farm,NNP,O
,Minister,NNP,O
,Loyola,NNP,B-PER
,de,NNP,I-PER
,Palacio,NNP,I-PER
,had,VBD,O
,earlier,RBR,O
,accused,VBN,O
,Fischler,NNP,B-PER
,at,IN,O
,an,DT,O
,EU,JJ,B-ORG
,farm,NN,O
,ministers,NNS,O
,',POS,O
,meeting,NN,O
,of,IN,O
,causing,VBG,O
,unjustified,JJ,O
,alarm,NN,O
,through,IN,O
,"""","""",O
,dangerous,JJ,O
,generalisation,NN,O
,.,.,O
,"""","""",O
Sentence: 12,.,.,O
Sentence: 13,Only,RB,O
,France,NNP,B-LOC
,and,CC,O
,Britain,NNP,B-LOC
,backed,VBD,O
,Fischler,NNP,B-PER
,'s,POS,O
,proposal,NN,O
,.,.,O
Sentence: 14,The,DT,O
,EU,NNP,B-ORG
,'s,POS,O
,scientific,JJ,O
,veterinary,JJ,O
,and,CC,O
,multidisciplinary,JJ,O
,committees,NNS,O
,are,VBP,O
,due,JJ,O
,to,TO,O
,re-examine,VB,O
,the,DT,O
,issue,NN,O
,early,RB,O
,next,JJ,O
,month,NN,O
,and,CC,O
,make,VB,O
,recommendations,NNS,O
,to,TO,O
,the,DT,O
,senior,JJ,O
,veterinary,JJ,O
,officials,NNS,O
,.,.,O
Sentence: 15,Sheep,NNP,O
,have,VBP,O
,long,RB,O
,been,VBN,O
,known,VBN,O
,to,TO,O
,contract,NN,O
,scrapie,NN,O
,",",",",O
,a,DT,O
,brain-wasting,JJ,O
,disease,NN,O
,similar,JJ,O
,to,TO,O
,BSE,NNP,B-MISC
,which,WDT,O
,is,VBZ,O
,believed,VBN,O
,to,TO,O
,have,VB,O
,been,VBN,O
,transferred,VBN,O
,to,TO,O
,cattle,NNS,O
,through,IN,O
,feed,NN,O
,containing,VBG,O
,animal,NN,O
,waste,NN,O
,.,.,O
Sentence: 16,British,JJ,B-MISC
,farmers,NNS,O
,denied,VBN,O
,on,IN,O
,Thursday,NNP,O
,there,EX,O
,was,VBD,O
,any,DT,O
,danger,NN,O
,to,TO,O
,human,JJ,O
,health,NN,O
,from,IN,O
,their,PRP$,O
,sheep,NN,O
,",",",",O
,but,CC,O
,expressed,VBD,O
,concern,NN,O
,that,IN,O
,German,JJ,B-MISC
,government,NN,O
,advice,NN,O
,to,TO,O
,consumers,NNS,O
,to,TO,O
,avoid,VB,O
,British,JJ,B-MISC
,lamb,NN,O
,might,MD,O
,influence,VB,O
,consumers,NNS,O
,across,IN,O
,Europe,NNP,B-LOC
,.,.,O
Sentence: 17,"""","""",O
,What,WP,O
,we,PRP,O
,have,VBP,O
,to,TO,O
,be,VB,O
,extremely,RB,O
,careful,JJ,O
,of,IN,O
,is,VBZ,O
,how,WRB,O
,other,JJ,O
,countries,NNS,O
,are,VBP,O
,going,VBG,O
,to,TO,O
,take,VB,O
,Germany,NNP,B-LOC
,'s,POS,O
,lead,NN,O
,",",",",O
,"""","""",O
,Welsh,NNP,B-ORG
,National,NNP,I-ORG
,Farmers,NNP,I-ORG
,',POS,I-ORG
,Union,NNP,I-ORG
,(,(,O
,NFU,NNP,B-ORG
,),),O
,chairman,NN,O
,John,NNP,B-PER
,Lloyd,NNP,I-PER
,Jones,NNP,I-PER
,said,VBD,O
,on,IN,O
,BBC,NNP,B-ORG
,radio,NN,I-ORG
,.,.,O
Sentence: 18,Bonn,NNP,B-LOC
,has,VBZ,O
,led,VBN,O
,efforts,NNS,O
,to,TO,O
,protect,VB,O
,public,JJ,O
,health,NN,O
,after,IN,O
,consumer,NN,O
,confidence,NN,O
,collapsed,VBD,O
,in,IN,O
,March,NNP,O
,after,IN,O
,a,DT,O
,British,JJ,B-MISC
,report,NN,O
,suggested,VBD,O
,humans,NNS,O
,could,MD,O
,contract,VB,O
,an,DT,O
,illness,NN,O
,similar,JJ,O
,to,TO,O
,mad,JJ,O
,cow,NN,O
,disease,NN,O
,by,IN,O
,eating,VBG,O
,contaminated,VBN,O
,beef,NN,O
,.,.,O
Sentence: 19,Germany,NNP,B-LOC
,imported,VBD,O
,"47,600",CD,O
,sheep,NN,O
,from,IN,O
,Britain,NNP,B-LOC
,last,JJ,O
,year,NN,O
,",",",",O
,nearly,RB,O
,half,NN,O
,of,IN,O
,total,JJ,O
,imports,NNS,O
,.,.,O
Sentence: 20,It,PRP,O
,brought,VBD,O
,in,IN,O
,"4,275",CD,O
,tonnes,NNS,O
,of,IN,O
,British,JJ,B-MISC
,mutton,NN,O
,",",",",O
,some,DT,O
,10,CD,O
,percent,NN,O
,of,IN,O
,overall,JJ,O
,imports,NNS,O
,.,.,O
Sentence: 21,Rare,NNP,O
,Hendrix,NNP,B-PER
,song,NN,O
,draft,NN,O
,sells,VBZ,O
,for,IN,O
,almost,RB,O
,$,$,O
,"17,000",CD,O
,.,.,O
Sentence: 22,LONDON,NNP,B-LOC
,1996-08-22,CD,O
Sentence: 23,A,DT,O
,rare,JJ,O
,early,JJ,O
,handwritten,JJ,O
,draft,NN,O
,of,IN,O
,a,DT,O
,song,NN,O
,by,IN,O
,U.S.,NNP,B-LOC
,guitar,NN,O
,legend,NN,O
,Jimi,NNP,B-PER
,Hendrix,NNP,I-PER
,was,VBD,O
,sold,VBN,O
,for,IN,O
,almost,RB,O
,$,$,O
,"17,000",CD,O
,on,IN,O
,Thursday,NNP,O
,at,IN,O
,an,DT,O
,auction,NN,O
,of,IN,O
,some,DT,O
,of,IN,O
,the,DT,O
,late,JJ,O
,musician,NN,O
,'s,POS,O
,favourite,JJ,O
,possessions,NNS,O
,.,.,O
Sentence: 24,A,DT,O
,Florida,NNP,B-LOC
,restaurant,NN,O
,paid,VBD,O
,"10,925",CD,O
,pounds,NNS,O
,(,(,O
,$,$,O
,"16,935",CD,O
,),),O
,for,IN,O
,the,DT,O
,draft,NN,O
,of,IN,O
,"""","""",O
,Ai,VBZ,B-MISC
,n't,RB,I-MISC
,no,DT,I-MISC
,telling,VBG,I-MISC
,"""","""",O
,",",",",O
,which,WDT,O
,Hendrix,NNP,B-PER
,penned,VBN,O
,on,IN,O
,a,DT,O
,piece,NN,O
,of,IN,O
,London,NNP,B-LOC
,hotel,NN,O
,stationery,NN,O
,in,IN,O
,late,JJ,O
,1966,CD,O
,.,.,O
Sentence: 25,At,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,a,DT,O
,January,NNP,O
,1967,CD,O
,concert,NN,O
,in,IN,O
,the,DT,O
,English,JJ,B-MISC
,city,NN,O
,of,IN,O
,Nottingham,NNP,B-LOC
,he,PRP,O
,threw,VBD,O
,the,DT,O
,sheet,NN,O
,of,IN,O
,paper,NN,O
,into,IN,O
,the,DT,O
,audience,NN,O
,",",",",O
,where,WRB,O
,it,PRP,O
,was,VBD,O
,retrieved,VBN,O
,by,IN,O
,a,DT,O
,fan,NN,O
,.,.,O
Sentence: 26,Buyers,NNS,O
,also,RB,O
,snapped,VBD,O
,up,RB,O
,16,CD,O
,other,JJ,O
,items,NNS,O
,that,WDT,O
,were,VBD,O
,put,VBN,O
,up,RP,O
,for,IN,O
,auction,NN,O
,by,IN,O
,Hendrix,NNP,B-PER
,'s,POS,O
,former,JJ,O
,girlfriend,NN,O
,Kathy,NNP,B-PER
,Etchingham,NNP,I-PER
,",",",",O
,who,WP,O
,lived,VBD,O
,with,IN,O
,him,PRP,O
,from,IN,O
,1966,CD,O
,to,TO,O
,1969,CD,O
,.,.,O
Sentence: 27,They,PRP,O
,included,VBD,O
,a,DT,O
,black,JJ,O
,lacquer,NN,O
,and,CC,O
,mother,NN,O
,of,IN,O
,pearl,NN,O
,inlaid,VBD,O
,box,NN,O
,used,VBN,O
,by,IN,O
,Hendrix,NNP,B-PER
,to,TO,O
,store,VB,O
,his,PRP$,O
,drugs,NNS,O
,",",",",O
,which,WDT,O
,an,DT,O
,anonymous,JJ,O
,Australian,JJ,B-MISC
,purchaser,NN,O
,bought,VBD,O
,for,IN,O
,"5,060",CD,O
,pounds,NNS,O
,(,(,O
,$,$,O
,"7,845",CD,O
,),),O
,.,.,O
Sentence: 28,The,DT,O
,guitarist,NN,O
,died,VBD,O
,of,IN,O
,a,DT,O
,drugs,NNS,O
,overdose,NN,O
,in,IN,O
,1970,CD,O
,aged,VBN,O
,27,CD,O
,.,.,O
Sentence: 29,China,NNP,B-LOC
,says,VBZ,O
,Taiwan,NNP,B-LOC
,spoils,VBZ,O
,atmosphere,NN,O
,for,IN,O
,talks,NNS,O
,.,.,O
Sentence: 30,BEIJING,VBG,B-LOC
,1996-08-22,CD,O
Sentence: 31,China,NNP,B-LOC
,on,IN,O
,Thursday,NNP,O
,accused,VBD,O
,Taipei,NNP,B-LOC
,of,IN,O
,spoiling,VBG,O
,the,DT,O
,atmosphere,NN,O
,for,IN,O
,a,DT,O
,resumption,NN,O
,of,IN,O
,talks,NNS,O
,across,IN,O
,the,DT,O
,Taiwan,NNP,B-LOC
,Strait,NNP,I-LOC
,with,IN,O
,a,DT,O
,visit,NN,O
,to,TO,O
,Ukraine,NNP,B-LOC
,by,IN,O
,Taiwanese,NNP,B-MISC
,Vice,NNP,O
,President,NNP,O
,Lien,NNP,B-PER
,Chan,NNP,I-PER
,this,DT,O
,week,NN,O
,that,WDT,O
,infuriated,VBD,O
,Beijing,NNP,B-LOC
,.,.,O
Sentence: 32,Speaking,VBG,O
,only,JJ,O
,hours,NNS,O
,after,IN,O
,Chinese,JJ,B-MISC
,state,NN,O
,media,NNS,O
,said,VBD,O
,the,DT,O
,time,NN,O
,was,VBD,O
,right,RB,O
,to,TO,O
,engage,VB,O
,in,IN,O
,political,JJ,O
,talks,NNS,O
,with,IN,O
,Taiwan,NNP,B-LOC
,",",",",O
,Foreign,NNP,B-ORG
,Ministry,NNP,I-ORG
,spokesman,NN,O
,Shen,NNP,B-PER
,Guofang,NNP,I-PER
,told,VBD,O
,Reuters,NNP,B-ORG
,:,:,O
,"""","""",O
,The,DT,O
,necessary,JJ,O
,atmosphere,NN,O
,for,IN,O
,the,DT,O
,opening,NN,O
,of,IN,O
,the,DT,O
,talks,NNS,O
,has,VBZ,O
,been,VBN,O
,disrupted,VBN,O
,by,IN,O
,the,DT,O
,Taiwan,NNP,B-LOC
,authorities,NNS,O
,.,.,O
,"""","""",O
Sentence: 33,State,NN,O
,media,NNS,O
,quoted,VBD,O
,China,NNP,B-LOC
,'s,POS,O
,top,JJ,O
,negotiator,NN,O
,with,IN,O
,Taipei,NNP,B-LOC
,",",",",O
,Tang,NNP,B-PER
,Shubei,NNP,I-PER
,",",",",O
,as,IN,O
,telling,VBG,O
,a,DT,O
,visiting,JJ,O
,group,NN,O
,from,IN,O
,Taiwan,NNP,B-LOC
,on,IN,O
,Wednesday,NNP,O
,that,IN,O
,it,PRP,O
,was,VBD,O
,time,NN,O
,for,IN,O
,the,DT,O
,rivals,NNS,O
,to,TO,O
,hold,VB,O
,political,JJ,O
,talks,NNS,O
,.,.,O
Sentence: 34,"""","""",O
,Now,RB,O
,is,VBZ,O
,the,DT,O
,time,NN,O
,for,IN,O
,the,DT,O
,two,CD,O
,sides,NNS,O
,to,TO,O
,engage,VB,O
,in,IN,O
,political,JJ,O
,talks,NNS,O
,...,:,O
Sentence: 35,that,WDT,O
,is,VBZ,O
,to,TO,O
,end,VB,O
,the,DT,O
,state,NN,O
,of,IN,O
,hostility,NN,O
,",",",",O
,"""","""",O
,Thursday,NNP,O
,'s,POS,O
,overseas,JJ,O
,edition,NN,O
,of,IN,O
,the,DT,O
,People,NNPS,B-ORG
,'s,POS,I-ORG
,Daily,JJ,I-ORG
,quoted,VBN,O
,Tang,NNP,B-PER
,as,IN,O
,saying,VBG,O
,.,.,O
Sentence: 36,The,DT,O
,foreign,JJ,O
,ministry,NN,O
,'s,POS,O
,Shen,NNP,B-ORG
,told,VBD,O
,Reuters,NNP,B-ORG
,Television,NNP,I-ORG
,in,IN,O
,an,DT,O
,interview,NN,O
,he,PRP,O
,had,VBD,O
,read,VBN,O
,reports,NNS,O
,of,IN,O
,Tang,NNP,B-PER
,'s,POS,O
,comments,NNS,O
,but,CC,O
,gave,VBD,O
,no,DT,O
,details,NNS,O
,of,IN,O
,why,WRB,O
,the,DT,O
,negotiator,NN,O
,had,VBD,O
,considered,VBN,O
,the,DT,O
,time,NN,O
,right,RB,O
,for,IN,O
,talks,NNS,O
,with,IN,O
,Taiwan,NNP,B-LOC
,",",",",O
,which,WDT,O
,Beijing,NNP,B-LOC
,considers,VBZ,O
,a,DT,O
,renegade,NN,O
,province,NN,O
,.,.,O
Sentence: 37,China,NNP,B-LOC
,",",",",O
,which,WDT,O
,has,VBZ,O
,long,RB,O
,opposed,VBN,O
,all,DT,O
,Taipei,NNP,B-LOC
,efforts,NNS,O
,to,TO,O
,gain,VB,O
,greater,JJR,O
,international,JJ,O
,recognition,NN,O
,",",",",O
,was,VBD,O
,infuriated,VBN,O
,by,IN,O
,a,DT,O
,visit,NN,O
,to,TO,O
,Ukraine,NNP,B-LOC
,this,DT,O
,week,NN,O
,by,IN,O
,Taiwanese,NNP,B-MISC
,Vice,NNP,O
,President,NNP,O
,Lien,NNP,B-PER
,.,.,O
Sentence: 38,China,NNP,B-LOC
,says,VBZ,O
,time,NN,O
,right,RB,O
,for,IN,O
,Taiwan,NNP,B-LOC
,talks,NNS,O
,.,.,O
Sentence: 39,BEIJING,VBG,B-LOC
,1996-08-22,CD,O
Sentence: 40,China,NNP,B-LOC
,has,VBZ,O
,said,VBD,O
,it,PRP,O
,was,VBD,O
,time,NN,O
,for,IN,O
,political,JJ,O
,talks,NNS,O
,with,IN,O
,Taiwan,NNP,B-LOC
,and,CC,O
,that,IN,O
,the,DT,O
,rival,JJ,O
,island,NN,O
,should,MD,O
,take,VB,O
,practical,JJ,O
,steps,NNS,O
,towards,IN,O
,that,DT,O
,goal,NN,O
,.,.,O
Sentence: 41,Consultations,NNS,O
,should,MD,O
,be,VB,O
,held,VBN,O
,to,TO,O
,set,VB,O
,the,DT,O
,time,NN,O
,and,CC,O
,format,NN,O
,of,IN,O
,the,DT,O
,talks,NNS,O
,",",",",O
,the,DT,O
,official,NN,O
,Xinhua,NNP,B-ORG
,news,NN,O
,agency,NN,O
,quoted,VBN,O
,Tang,NNP,B-PER
,Shubei,NNP,I-PER
,",",",",O
,executive,JJ,O
,vice,NN,O
,chairman,NN,O
,of,IN,O
,the,DT,O
,Association,NNP,B-ORG
,for,IN,I-ORG
,Relations,NNP,I-ORG
,Across,IN,I-ORG
,the,DT,I-ORG
,Taiwan,NNP,I-ORG
,Straits,NNP,I-ORG
,",",",",O
,as,IN,O
,saying,VBG,O
,late,RB,O
,on,RB,O
,Wednesday,NNP,O
,.,.,O
Sentence: 42,German,NNP,B-MISC
,July,NNP,O
,car,NN,O
,registrations,NNS,O
,up,RB,O
,14.2,CD,O
,pct,JJ,O
,yr,NN,O
,/,SYM,O
,yr,NN,O
,.,.,O
Sentence: 43,FRANKFURT,NNP,B-LOC
,1996-08-22,CD,O
Sentence: 44,German,JJ,B-MISC
,first-time,JJ,O
,registrations,NNS,O
,of,IN,O
,motor,NN,O
,vehicles,NNS,O
,jumped,VBD,O
,14.2,CD,O
,percent,NN,O
,in,IN,O
,July,NNP,O
,this,DT,O
,year,NN,O
,from,IN,O
,the,DT,O
,year-earlier,JJ,O
,period,NN,O
,",",",",O
,the,DT,O
,Federal,NNP,B-ORG
,office,NN,I-ORG
,for,IN,I-ORG
,motor,NN,I-ORG
,vehicles,NNS,I-ORG
,said,VBD,O
,on,IN,O
,Thursday,NNP,O
,.,.,O
Sentence: 45,The,DT,O
,office,NN,O
,said,VBD,O
,"356,725",CD,O
,new,JJ,O
,cars,NNS,O
,were,VBD,O
,registered,VBN,O
,in,IN,O
,July,NNP,O
,1996,CD,O
,--,:,O
,"304,850",CD,O
,passenger,NN,O
,cars,NNS,O
,and,CC,O
,"15,613",CD,O
,trucks,NNS,O
,.,.,O
Sentence: 46,The,DT,O
,figures,NNS,O
,represent,VBP,O
,a,DT,O
,13.6,CD,O
,percent,NN,O
,increase,NN,O
,for,IN,O
,passenger,NN,O
,cars,NNS,O
,and,CC,O
,a,DT,O
,2.2,CD,O
,percent,NN,O
,decline,NN,O
,for,IN,O
,trucks,NNS,O
,from,IN,O
,July,NNP,O
,1995,CD,O
,.,.,O
Sentence: 47,Motor-bike,JJ,O
,registration,NN,O
,rose,VBD,O
,32.7,CD,O
,percent,NN,O
,in,IN,O
,the,DT,O
,period,NN,O
,.,.,O
Sentence: 48,The,DT,O
,growth,NN,O
,was,VBD,O
,partly,RB,O
,due,JJ,O
,to,TO,O
,an,DT,O
,increased,VBN,O
,number,NN,O
,of,IN,O
,Germans,NNPS,B-MISC
,buying,VBG,O
,German,JJ,B-MISC
,cars,NNS,O
,abroad,RB,O
,",",",",O
,while,IN,O
,manufacturers,NNS,O
,said,VBD,O
,that,DT,O
,domestic,JJ,O
,demand,NN,O
,was,VBD,O
,weak,JJ,O
,",",",",O
,the,DT,O
,federal,JJ,O
,office,NN,O
,said,VBD,O
,.,.,O
Sentence: 49,Almost,RB,O
,all,DT,O
,German,JJ,B-MISC
,car,NN,O
,manufacturers,NNS,O
,posted,VBD,O
,gains,NNS,O
,in,IN,O
,registration,NN,O
,numbers,NNS,O
,in,IN,O
,the,DT,O
,period,NN,O
,.,.,O
Sentence: 50,Volkswagen,NNP,B-ORG
,AG,NNP,I-ORG
,won,VBD,O
,"77,719",CD,O
,registrations,NNS,O
,",",",",O
,slightly,RB,O
,more,RBR,O
,than,IN,O
,a,DT,O
,quarter,NN,O
,of,IN,O
,the,DT,O
,total,NN,O
,.,.,O
Sentence: 51,Opel,NNP,B-ORG
,AG,NNP,I-ORG
,together,RB,O
,with,IN,O
,General,NNP,B-ORG
,Motors,NNPS,I-ORG
,came,VBD,O
,in,IN,O
,second,JJ,O
,place,NN,O
,with,IN,O
,"49,269",CD,O
,registrations,NNS,O
,",",",",O
,16.4,CD,O
,percent,NN,O
,of,IN,O
,the,DT,O
,overall,JJ,O
,figure,NN,O
,.,.,O
Sentence: 52,Third,JJ,O
,was,VBD,O
,Ford,NNP,B-ORG
,with,IN,O
,"35,563",CD,O
,registrations,NNS,O
,",",",",O
,or,CC,O
,11.7,CD,O
,percent,NN,O
,.,.,O
Sentence: 53,Only,RB,O
,Seat,NNP,B-ORG
,and,CC,O
,Porsche,NNP,B-ORG
,had,VBD,O
,fewer,JJR,O
,registrations,NNS,O
,in,IN,O
,July,NNP,O
,1996,CD,O
,compared,VBN,O
,to,TO,O
,last,JJ,O
,year,NN,O
,'s,POS,O
,July,NNP,O
,.,.,O
Sentence: 54,Seat,NN,B-ORG
,posted,VBD,O
,"3,420",CD,O
,registrations,NNS,O
,compared,VBN,O
,with,IN,O
,5522,CD,O
,registrations,NNS,O
,in,IN,O
,July,NNP,O
,a,DT,O
,year,NN,O
,earlier,RBR,O
,.,.,O
Sentence: 55,Porsche,NNP,B-ORG
,'s,POS,O
,registrations,NNS,O
,fell,VBD,O
,to,TO,O
,554,CD,O
,from,IN,O
,643,CD,O
,.,.,O
Sentence: 56,GREEK,JJ,B-MISC
,SOCIALISTS,NNS,O
,GIVE,VBP,O
,GREEN,NNP,O
,LIGHT,NNP,O
,TO,TO,O
,PM,NNP,O
,FOR,IN,O
,ELECTIONS,NNS,O
,.,.,O
Sentence: 57,ATHENS,NNS,B-LOC
,1996-08-22,CD,O
Sentence: 58,The,DT,O
,Greek,NNP,B-MISC
,socialist,JJ,O
,party,NN,O
,'s,POS,O
,executive,JJ,O
,bureau,NN,O
,gave,VBD,O
,the,DT,O
,green,JJ,O
,light,NN,O
,to,TO,O
,Prime,NNP,O
,Minister,NNP,O
,Costas,VBZ,B-PER
,Simitis,NNPS,I-PER
,to,TO,O
,call,VB,O
,snap,VB,O
,elections,NNS,O
,",",",",O
,its,PRP$,O
,general,JJ,O
,secretary,NN,O
,Costas,NNP,B-PER
,Skandalidis,NNP,I-PER
,told,VBD,O
,reporters,NNS,O
,.,.,O
Sentence: 59,Prime,NNP,O
,Minister,NNP,O
,Costas,VBZ,B-PER
,Simitis,NNP,I-PER
,is,VBZ,O
,going,VBG,O
,to,TO,O
,make,VB,O
,an,DT,O
,official,JJ,O
,announcement,NN,O
,after,IN,O
,a,DT,O
,cabinet,NN,O
,meeting,NN,O
,later,RB,O
,on,IN,O
,Thursday,NNP,O
,",",",",O
,said,VBD,O
,Skandalidis,NNP,B-PER
,.,.,O
Sentence: 60,--,:,O
,Dimitris,NNP,B-PER
,Kontogiannis,NNP,I-PER
,",",",",O
,Athens,NNP,B-ORG
,Newsroom,NNP,I-ORG
,+301,NNP,O
,3311812-4,CD,O
Sentence: 61,BayerVB,NN,B-ORG
,sets,VBZ,O
,C$,$,B-MISC
,100,CD,O
,million,CD,O
,six-year,JJ,O
,bond,NN,O
,.,.,O
Sentence: 62,LONDON,NNP,B-LOC
,1996-08-22,CD,O
Sentence: 63,The,DT,O
,following,VBG,O
,bond,NN,O
,was,VBD,O
,announced,VBN,O
,by,IN,O
,lead,NN,O
,manager,NN,O
,Toronto,NNP,B-PER
,Dominion,NNP,I-PER
,.,.,O
Sentence: 64,BORROWER,NNP,O
,BAYERISCHE,NNP,B-ORG
,VEREINSBANK,NNP,I-ORG
Sentence: 65,AMT,NNP,O
,C$,$,B-MISC
,100,CD,O
,MLN,NNP,O
,COUPON,NN,O
,6.625,CD,O
,MATURITY,NNP,O
,24.SEP.02,CD,O
Sentence: 66,TYPE,NNP,O
,STRAIGHT,NNP,O
,ISS,NNP,O
,PRICE,NNP,O
,100.92,CD,O
,PAY,NN,O
,DATE,NNP,O
,24.SEP.96,CD,O
Sentence: 67,FULL,NNP,O
,FEES,NNS,O
,1.875,CD,O
,REOFFER,NNP,O
,99.32,CD,O
,SPREAD,NNP,O
,+20,CD,O
,BP,NNP,O
Sentence: 68,MOODY,NNP,O
,AA1,NNP,O
,LISTING,NNP,O
,LUX,NNP,O
,PAY,NN,O
,FREQ,NNS,O
,=,SYM,O
Sentence: 69,S&P,NNP,B-ORG
,=,SYM,O
,DENOMS,NNP,O
,(,(,O
,K,NNP,O
,),),O
,1-10-100,CD,O
,SALE,NNP,O
,LIMITS,VBZ,O
,US,NNP,B-LOC
,/,SYM,O
,UK,NNP,B-LOC
,/,SYM,O
,CA,VBN,B-LOC
Sentence: 70,NEG,NNP,O
,PLG,NNP,O
,NO,DT,O
,CRS,NNP,O
,DEFLT,NNP,O
,NO,DT,O
,FORCE,VBP,O
,MAJ,MD,O
,=,SYM,O
Sentence: 71,GOV,NNP,O
,LAW,NNP,O
,GERMAN,NNP,B-MISC
,HOME,NNP,O
,CTRY,NNP,O
,=,SYM,O
,TAX,NN,O
,PROVS,NNS,O
,STANDARD,VBD,O
Sentence: 72,MGT,NNP,O
,/,SYM,O
,UND,NNP,O
,0.275,CD,O
,SELL,VB,O
,CONC,NNP,O
,1.60,CD,O
,PRAECIP,NNP,O
,=,SYM,O
